turbidity_ntu,ph,inflow_mld,rainfall_12h_mm,ideal_alum_dose_mg_L,ground_truth_noiseless_mg_L
124.44460370639705,6.390293153621886,103.31398745548857,0.0,59.61805173722581,58.55790600470186
72.35111780913537,6.904897156396446,72.32805921466631,0.0,45.90670249687751,42.03089579696404
6.669123794228485,7.762321875742327,67.8078584246749,0.0,21.73046393329048,26.399586461754883
19.819262215464445,7.034976530765772,94.37150462054166,0.0,29.681762078257602,28.849648752833797
26.498069235188993,7.109897382946195,120.0,0.0,36.24753622080462,34.11343844902204
19.783758993512997,7.362840548635806,67.32212208979976,0.0,30.533342311483274,29.73123692622446
7.815860841066015,7.031567842162379,94.7944340183505,0.0,22.373739430643774,22.603977595751488
47.34394512245465,7.075721506334281,35.70064942937556,0.0,32.68593930078305,33.21038385450393
19.071617893062133,6.844867304843201,75.61330735874871,48.08249868041355,35.89938692364261,34.32322434413023
32.277514847789334,6.581904202111138,31.37234218330044,0.0,30.832986701470567,31.808731499441485
25.647244418887684,6.716053046197626,24.48866323263043,0.0,29.933292235719563,27.797641228062574
28.66096331179053,7.4241059077577525,65.93502833975134,0.0,33.11355906021272,33.459224600334075
114.2353298679768,6.329762599396778,55.523439002374076,6.809466570967155,55.07962343906503,54.86423750272499
8.234320466948715,6.5919652869570715,73.37611491984892,0.0,26.38708445855076,24.698526879621486
7.065356679698245,7.409484633655802,79.54064925785556,65.60074854297702,34.46383161729854,32.40429812982366
30.740376483139798,7.435882135190869,63.56079998234128,13.705093693009019,37.2952898026898,35.85261315746965
38.89248050194117,6.82758509750686,90.25871288046076,0.0,39.26931403030203,36.19936829812094
28.978486693378294,6.589717445563517,56.642093773843555,0.0,32.49530753139805,32.69260920439116
11.581328023748409,6.9511193731568115,20.0,86.69061552603361,30.888043672696647,28.279363815762494
27.88236207209603,6.166805619392775,69.29302231713413,0.0,33.94028408242425,37.28379966239217
33.11629716220988,7.658456436034408,103.13623141192257,42.76789567737398,47.60578747540153,46.26583441131767
46.56791250286761,7.060773173460621,64.68682364534922,0.0,34.226431224302125,35.189967615244115
29.45180453458745,6.683227532718132,82.74330093636357,0.0,34.4404658423036,34.064562391390794
45.85821891942381,6.151606232286701,49.067174332231275,23.64464995921268,45.973761487537395,44.2847423692609
24.704859404862585,7.283079442409144,57.82757045693299,69.27732281108133,38.42192876107408,38.80565571133484
30.38920154573127,7.8385960891043585,69.0378809560043,0.0,34.97715558261842,38.14472525200773
34.852440867141205,7.185304107414368,60.16320221374954,27.894450950191462,39.40064101985319,36.40945725235137
9.167355387631233,7.252272378021535,112.9548426782386,27.42928087770341,31.546836524220677,30.737127820198236
14.251423226701638,7.25581472658428,84.17949346044122,0.0,27.720442933249426,27.60599106926432
44.285957880910566,7.2853426880842544,35.29748085735119,6.671667794480248,36.423619004872194,35.19704270611395
31.970237082940802,6.454045092887858,76.83482048747723,0.0,34.16890133451104,36.54243952777923
7.899986546748983,6.806786146358676,48.46868211786601,0.0,21.37081570435938,20.46661311578854
6.9926925554126305,6.063155308444857,88.27003672176315,0.0,30.044228177348128,29.91959702782438
15.31268916108546,5.701845630032955,58.05184686371393,1.4339046021962902,36.66484317995328,35.92912331320903
29.955371367754942,7.0269509156076,58.04111576319172,82.69670494509508,40.186934782563384,40.1685320272934
19.051318009636702,7.089088877690627,91.25386559946129,0.0,28.699693589206046,28.787796349440043
30.114287346502337,7.395400766895855,62.58157494300611,5.915932480141093,35.798968755236,34.17166208257707
38.46589252679574,5.834755447772155,63.275008452059836,14.639623111750156,47.2186888108776,45.16122287798378
60.994851790362866,6.262749651950422,92.52865522631635,16.53900831477501,53.09013772394862,49.80350425094187
34.91117243599448,7.4243989326575095,90.93471076817715,79.77392756754122,46.55747004449756,48.783465075188076
70.1913530484777,6.608639082908045,48.414795987104156,29.690771164356892,42.965631971920125,46.82526193984893
24.874350962017406,7.624178186056947,75.62063106302992,0.0,35.36323707845636,34.78705284667116
14.829086915773065,6.690187637544531,73.10656929041093,0.0,30.88117304083825,27.505739269074745
15.842399368005973,7.653446850844576,67.85417926356153,25.556165961563234,33.305767951868475,33.93433767160683
21.67253225313064,6.967994993806433,74.18372927987657,0.0,25.843073110844003,27.945998610177725
13.690840698474824,7.496022151146828,70.38752132723474,0.0,30.978911128919627,28.464870751310066
5.464859883788744,6.470117440634859,86.96024765550759,21.109836133482332,27.694268982458926,27.352035246709274
53.79511453641238,6.667984395166245,49.39447107769307,15.129504205455943,39.4621733455462,40.39916059042344
13.475867854197947,7.064958162767292,55.37291048333199,0.0,25.752386766270128,23.131404594868773
10.633866807784894,6.903896465905629,82.70784857336294,13.941992471802747,26.57286688755926,25.81127245871032
21.935607668194734,6.66678411780368,103.12757818405407,67.06294663184073,46.45430916109201,42.49219017658382
51.35073398402755,7.156549834381367,40.08148983435308,0.0,33.1783938517626,35.32063835616974
53.82281051604172,6.093257442917159,79.93269095400825,7.140503499214787,46.714963557597706,47.17560780396365
42.716537527354106,7.038706786071259,53.57751431334005,13.078128831795038,35.011979768924,34.830943317868865
29.630894622641467,7.291194464001493,93.5005809817643,50.64219648491865,44.433542491124584,41.838175236089846
23.835405397703628,7.566080534185348,76.75795605940834,11.064602261914901,36.47169614282118,35.40828884336138
12.937782305517695,7.104536845817896,106.59561174947012,16.881264858494802,30.861672805680282,29.60051659583312
77.72306206594892,6.819115036837439,120.0,0.0,49.640800301865944,47.73051385017391
11.242651858708193,6.687800843637995,116.83678371763284,3.0119716083147994,33.027874613108494,29.570725360270963
50.056432727263285,5.659189496389027,46.37722456634108,6.306126404747223,49.4421964296539,47.413942038358776
150.0,7.229855958630178,75.11202053517474,0.0,54.39783226734328,56.554283923362306
11.610727136617186,7.79770267441544,104.1379088303272,0.0,34.69968642181896,32.87903662887847
20.281247463445474,7.156213843293478,32.91130785302798,0.0,26.798360213160628,25.252089687305546
63.38522599908633,6.162453893146877,77.981294060543,17.30625086166218,51.04721981594677,50.16782115911874
10.168986158111295,6.6868057252947235,62.63388866598216,0.0,23.83045220192088,24.201252636027526
7.445151721408066,7.578069224446624,52.14222241547096,11.502626881941007,27.335455842978263,25.331533479085575
29.215844342585353,7.688000974628276,106.29960939195453,48.47371852103788,42.08776100020032,46.32057477807579
36.59396159467688,7.313476011135691,71.38487964344277,0.0,36.69165554742497,35.34229530574479
71.13320008571908,6.892172117134852,59.236597249626755,0.0,35.310626539556175,40.8505997256059
21.871906043790503,6.9547741567523715,75.11174245753848,18.788594143776475,34.578237899020586,30.655277163503207
40.08281807870046,6.870555536261453,76.70865538106467,0.0,29.51731193912574,35.049911068005834
72.90461486296527,7.442169888490485,20.0,0.0,42.340420095272165,41.19763197989225
32.45594314757908,6.793858917971204,66.1299559921501,118.75209528337518,49.885652120086206,48.40464243072721
29.731030066708087,7.485419837184288,94.63344528324137,0.0,40.28537275249809,36.681577018425074
16.22812809411528,6.549240343150507,47.17699019609997,0.0,24.698574942650904,27.403687870682308
5.32093628347251,7.408266752783765,37.17626437545012,15.166602043079985,19.988523489501826,21.10786658473978
37.23221521856367,7.262645213477188,59.22959919338042,2.1695688062491785,36.73395567911569,34.37028199603084
31.895097165206234,7.0917749732302555,67.20282143964175,0.0,30.949830636722673,31.50915934565653
17.719586567588383,7.685742908562715,88.7490207893591,0.0,35.62629334764389,33.588157166579904
26.097569096861708,6.624553425637963,99.8372407976338,25.820259056528023,38.79641762958554,38.45813040017242
15.707030639315903,8.095951039400095,67.44295633492953,0.0,32.939740492863905,34.80605715334842
10.528410756909912,6.209371738537406,20.0,62.42011705256502,30.869486415732556,32.00308679146351
33.47438535433792,6.813685378677419,99.51367426834432,0.0,36.70463091804107,35.468578289244
9.827306324186077,7.112820292139637,77.67695139519225,0.0,23.695509258186824,23.32597718538163
59.75059312561978,8.083090076853614,65.77521390205,0.0,44.54891600602879,48.00679953133091
27.376374618949885,6.590506398238829,77.34704008375171,9.740310606044977,37.40269123641408,35.10044866246453
150.0,7.573741410976042,39.98837725817615,0.0,57.2592113073022,56.95399001643048
56.77890106730221,7.808769189936324,88.97655284596993,0.0,46.64684664799637,46.618647943862584
111.16121900032593,7.6162031161236685,83.29020063316457,28.863910497887147,63.64846403749663,60.15441867273471
14.767763111624207,7.015207436282852,83.36881684129526,19.176610856438888,30.710931672713798,28.008072654551192
12.395191883575116,7.947729687708813,58.32419441293142,0.0,30.177692739736568,31.042425584447766
17.611097019313576,6.917839747719723,50.579042441021585,42.473248708815376,29.51461044557218,29.907401394893323
9.378280831192697,7.5740756148932125,100.71108564839216,4.454623383759587,31.859509083221397,29.77643381224408
22.471511113100487,7.409214224726863,90.61142576970225,18.03033045834221,31.146179775725166,35.52393779288573
25.64700817621252,6.28271407015571,45.911400474326996,0.0,32.26210192043767,33.55587345659273
57.31573180609651,6.488576427350111,62.4864152376839,5.909831137413428,44.48340095896288,42.70785820396208
25.678769250662405,7.133638164692186,22.99895292579272,0.0,25.478662168867125,26.28676918213768
39.127557760256074,6.286280242594826,103.02252575926414,0.0,41.30848494061682,42.33935414178457
29.29380184121875,6.816371253882418,27.255264595042703,0.0,27.60500881421321,28.330714030964693
25.65699853352589,7.001756470097346,75.90646520932718,0.0,32.85573338267779,29.280749651329874
39.54857956578678,6.854958098068097,100.52432060992193,35.39461639912673,40.9203920688186,42.18860007464912
10.288874456244734,7.535469046219495,72.10637912589162,9.352938230233633,29.039860780648407,28.247154497903004
64.25501985140176,7.745500092406894,59.88792583989668,0.0,44.30710484383487,45.38894193949268
16.990775766174064,7.089216154516596,53.76840954181169,16.309763071839352,25.511291656986074,26.853278230635922
17.81668687491706,7.3060826824394915,77.61001002705714,18.504315702547178,32.846086407073,31.566323016401302
43.18460531349683,7.281588663690171,79.95452174423653,0.0,39.08729762229871,37.580243564751385
25.158172883518205,6.624555058329811,76.93099538298937,0.0,25.94357715812722,32.67249364773301
5.6152056053674615,6.87761524621633,96.25858763218201,87.27295868135963,31.242818068720428,32.93057724545164
5.715057401081072,6.861902450766481,102.30155325029494,17.12632132243384,26.347000941739577,24.745614763542285
52.94458345158094,6.202639116482663,103.84939556479475,0.0,46.11081097494838,46.791503546977886
